Reaction ID	Reaction Name	Equation	Compartment	Pathway	Pathway index	E.C number	Vc/Vo=inf	Vc/Vo=1000	Vc/Vo=160	Vc/Vo=80	Vc/Vo=40	Vc/Vo=20	Vc/Vo=10	Vc/Vo=5	Vc/Vo=3	Vc/Vo=2
PRO_PROTON_vc1	PRO_PROTON_vc	PROTON_v1 + PRO_c1 --> PROTON_c1 + PRO_v1	v1c1		116	NA	0.000119619779977	0.00011945550533	0.000118596366184	0.00011758076088	0.000115572620987	0.000111646214832	0.000104135071361	9.03474903809e-05	7.41555410379e-05	5.67725239626e-05
PYRUVATE_PROTON_mc1	PYRUVATE_PROTON_mc	PROTON_m1 + PYRUVATE_m1 <=> PROTON_c1 + PYRUVATE_c1	c1m1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2_mc2	O2_mc	OXYGEN_MOLECULE_m2 <=> OXYGEN_MOLECULE_c2	c2m2	Intracellular transport	115	NA	-2.55148287701	-2.55003708434	-2.54247574054	-2.5335373272	-2.51586354732	-2.48130697179	-2.41539172269	-2.29389190595	-2.14934735368	-1.99763450351
GLYCERATE_GLYCOLLATE_pc2	GLYCERATE_GLYCOLLATE_pc	GLYCERATE_c2 + 2.0 GLYCOLLATE_p2 <=> GLYCERATE_p2 + 2.0 GLYCOLLATE_c2	p2c2	photorespiration	9	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYTOCHROME_C_OXIDASE_RXN_mi2	CYTOCHROME-C-OXIDASE-RXN:Cytochrome-c oxidase	4.0 Cytochromes_C_Reduced_mi2 + OXYGEN_MOLECULE_m2 + 8.0 PROTON_m2 --> 4.0 Cytochromes_C_Oxidized_mi2 + 4.0 PROTON_i2 + 2.0 WATER_m2	mi2i2m2	Mitochondrial electron transport chain	3	1.9.3.1	2.55018780419	2.54926110777	2.54170534489	2.53277352887	2.51511279375	2.48009822539	2.41471526684	2.29331856561	2.14934735368	1.99763450351
GLYCERATE_GLYCOLLATE_pc1	GLYCERATE_GLYCOLLATE_pc	GLYCERATE_c1 + 2.0 GLYCOLLATE_p1 <=> GLYCERATE_p1 + 2.0 GLYCOLLATE_c1	c1p1	photorespiration	9	NA	0.0	0.00772702954083	0.0481385823368	0.0959098746693	0.190367276166	0.375054669597	0.72830098007	1.37681885236	2.13820507268	2.95475943626
CITSYN_RXN_x2	CITSYN-RXN:Citrate (si)-synthase	ACETYL_COA_x2 + OXALACETIC_ACID_x2 + WATER_x2 --> CIT_x2 + CO_A_x2 + PROTON_x2	x2	glyoxylate cycle	110	2.3.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP_pc2	ATP_pc	0.9 ATP_p2 + 0.35 PROTON_c2 + 0.1 aATP_p2 <=> 0.65 ATP_c2 + 0.1 PROTON_p2 + 0.35 aATP_c2	p2c2	Intracellular transport	115	NA	-6.106506721e-14	-3.6115707984e-14	-2.42695644638e-16	-1.47616836289e-14	-9.34190755231e-16	7.89058247753e-17	2.11338108472e-15	-6.02729069394e-15	-7.75505720597e-17	-5.42028806098e-15
CITSYN_RXN_x1	CITSYN-RXN:Citrate (si)-synthase	ACETYL_COA_x1 + OXALACETIC_ACID_x1 + WATER_x1 --> CIT_x1 + CO_A_x1 + PROTON_x1	x1	glyoxylate cycle	110	2.3.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sCIT_biomass1	sCIT_biomass	CIT_c1 --> sCIT_b1	c1b1	Biomass	114	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sCIT_biomass2	sCIT_biomass	CIT_c2 --> sCIT_b2	c2b2	Biomass	114	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2O_xc2	H2O_xc	WATER_x2 <=> WATER_c2	x2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00967894898867
ATP_pc1	ATP_pc	0.9 ATP_p1 + 0.35 PROTON_c1 + 0.1 aATP_p1 <=> 0.65 ATP_c1 + 0.1 PROTON_p1 + 0.35 aATP_c1	c1p1	Intracellular transport	115	NA	8.67386758039e-15	-4.4344473459e-15	-5.5144190496e-15	5.97812397875e-14	-2.46716227694e-15	1.07321559047e-14	5.17739063427e-14	7.28077898896e-14	-1.45199690946e-16	4.782499183e-15
CIT_PROTON_rev_vc2	CIT_PROTON_rev_vc	0.65 PROTON_v2 + 0.65 aaCIT_v2 + 0.35 aaaCIT_v2 --> CIT_c2 + 3.0 PROTON_c2	c2v2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_PROTON_rev_vc1	CIT_PROTON_rev_vc	0.5 CIT_v1 + 2.5 PROTON_v1 + 0.5 aCIT_v1 --> CIT_c1 + 3.0 PROTON_c1	v1c1		116	NA	0.0695217287321	0.0694262540753	0.0689269316495	0.0683366727774	0.0671695634837	0.064887578484	0.0594020269923	0.0512661005124	0.0421524180852	0.0247650976075
MAL_PROTON_vc1	MAL_PROTON_vc	MAL_c1 + 0.3 PROTON_v1 --> 0.7 MAL_v1 + 0.3 aMAL_v1	v1c1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEP_Pi_pc1	PEP_Pi_pc	PHOSPHO_ENOL_PYRUVATE_p1 + 0.7 Pi_c1 + 0.3 aPi_c1 <=> PHOSPHO_ENOL_PYRUVATE_c1 + 0.3 PROTON_c1 + Pi_p1	c1p1	Intracellular transport	115	NA	-0.0149492407347	-0.0149287108421	-0.0148213416601	-0.0146944184357	-0.0144434552028	-0.0139527605131	-0.0130140705074	-0.0112909953834	-0.00911912808961	-0.00698148662659
PEP_Pi_pc2	PEP_Pi_pc	PHOSPHO_ENOL_PYRUVATE_p2 + 0.7 Pi_c2 + 0.3 aPi_c2 <=> PHOSPHO_ENOL_PYRUVATE_c2 + 0.3 PROTON_c2 + Pi_p2	p2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUC_FUM_mc2	SUC_FUM_mc	FUM_c2 + SUC_m2 <=> FUM_m2 + SUC_c2	c2m2	Intracellular transport	115	NA	0.000239239559954	0.000238911010661	0.000237192732367	0.00023516152176	0.000231145241973	0.000223292429664	0.000208270142721	9.03474903384e-05	7.4155541041e-05	5.67725239626e-05
THR_PROTON_rev_vc1	THR_PROTON_rev_vc	PROTON_v1 + THR_v1 --> PROTON_c1 + THR_c1	v1c1		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2OXOGLUTARATEDEH_RXN_m2	2OXOGLUTARATEDEH-RXN:NIL	2_KETOGLUTARATE_m2 + CO_A_m2 + NAD_m2 --> CARBON_DIOXIDE_m2 + NADH_m2 + SUC_COA_m2	m2	Tricarboxylic acid cycle	2	NIL	0.960117911059	0.959622645043	0.957032455806	0.953970542504	0.947916269805	0.936078682148	0.914182026212	0.872861122516	0.832435670645	0.78115112153
MANNPGUANYLTRANGDP_RXN_c1	MANNPGUANYLTRANGDP_RXN_c	GDP_MANNOSE_c1 + 0.7 Pi_c1 + 0.3 aPi_c1 --> 0.5 GDP_c1 + MANNOSE_1P_c1 + 0.8 PROTON_c1 + 0.5 aGDP_c1	c1	Mannan biosynthesis		NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THR_PROTON_vc1	THR_PROTON_vc	PROTON_v1 + THR_c1 --> PROTON_c1 + THR_v1	v1c1		116	NA	0.00196887709746	0.00196617322533	0.00195203225809	0.00193531594225	0.0019022630421	0.00183763651332	0.00171400714065	0.00148707098992	0.00122056023199	0.00577391963557
RXN0_5184_c1	RXN0-5184:Phosphorylase	Heteroglycans_c1 + 0.7 Pi_c1 + 0.3 aPi_c1 <=> GLC_1_P_c1 + 0.3 PROTON_c1	c1		116	2.4.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MANNPGUANYLTRANGDP_RXN_c2	MANNPGUANYLTRANGDP_RXN_c	GDP_MANNOSE_c2 + 0.7 Pi_c2 + 0.3 aPi_c2 --> 0.5 GDP_c2 + MANNOSE_1P_c2 + 0.8 PROTON_c2 + 0.5 aGDP_c2	c2	Mannan biosynthesis		NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDPKIN_RXN_m1	GDPKIN-RXN:NIL	0.9 ATP_m1 + 0.2 GDP_m1 + 0.1 aATP_m1 + 0.8 aGDP_m1 <=> 0.8 ADP_m1 + 0.9 GTP_m1 + 0.6 PROTON_m1 + 0.2 aADP_m1 + 0.1 aGTP_m1	m1	guanosine nucleotides de novo biosynthesis	41	2.7.4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPHoxc_tx1	NADPHoxc_tx	3 ATPase_NADPHoxidase_constraint_c1 + NADPH_c1 + 0.5 OXYGEN_MOLECULE_c1 + PROTON_c1 --> NADP_c1 + WATER_c1	c1	Maintenance	14	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.240531400603	0.708832305976	1.26050457112	1.84388170899
THR_PROTON_vc2	THR_PROTON_vc	PROTON_v2 + THR_c2 --> PROTON_c2 + THR_v2	c2v2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THR_PROTON_rev_vc2	THR_PROTON_rev_vc	PROTON_v2 + THR_v2 --> PROTON_c2 + THR_c2	c2v2		116	NA	0.00196887709746	0.00196617322533	0.00195203225809	0.00193531594225	0.0019022630421	0.00183763651332	0.00171400714065	0.00148707098992	0.00122056023199	0.00577391963557
GDPKIN_RXN_m2	GDPKIN-RXN:NIL	0.9 ATP_m2 + 0.2 GDP_m2 + 0.1 aATP_m2 + 0.8 aGDP_m2 <=> 0.8 ADP_m2 + 0.9 GTP_m2 + 0.6 PROTON_m2 + 0.2 aADP_m2 + 0.1 aGTP_m2	m2	guanosine nucleotides de novo biosynthesis	41	2.7.4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPHoxc_tx2	NADPHoxc_tx	3 ATPase_NADPHoxidase_constraint_c2 + NADPH_c2 + 0.5 OXYGEN_MOLECULE_c2 + PROTON_c2 --> NADP_c2 + WATER_c2	c2	Maintenance	14	NA	2.21243380682	2.21226390386	2.21137532925	2.21032492784	2.20824798577	2.20418705475	2.19666804554	2.18240000038	2.16525511258	2.15017123872
RXN0_5184_c2	RXN0-5184:Phosphorylase	Heteroglycans_c2 + 0.7 Pi_c2 + 0.3 aPi_c2 <=> GLC_1_P_c2 + 0.3 PROTON_c2	c2		116	2.4.1.1	0.0198019248584	0.019774730742	0.0196325083702	0.0194643845038	0.0191319559098	0.0184819764528	0.0172385775881	0.01495617377	0.0122757494768	0.00939815516917
ISOCIT_CLEAV_RXN_x2	ISOCIT-CLEAV-RXN:Isocitrate lyase	THREO_DS_ISO_CITRATE_x2 --> GLYOX_x2 + SUC_x2	x2	glyoxylate cycle	110	4.1.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H_ic2	H_ic	PROTON_i2 --> PROTON_c2	c2i2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISOCIT_CLEAV_RXN_x1	ISOCIT-CLEAV-RXN:Isocitrate lyase	THREO_DS_ISO_CITRATE_x1 --> GLYOX_x1 + SUC_x1	x1	glyoxylate cycle	110	4.1.3.1	0.0111084753259	0.0110932199822	0.0110134361369	0.0109191220824	0.0107326364321	0.0103680112347	0.00855033412841	0.00741826188193	0.00608877148769	0.00466148477038
H_ic1	H_ic	PROTON_i1 --> PROTON_c1	i1c1		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_PROTON_vc1	CIT_PROTON_vc	CIT_c1 + 0.5 PROTON_v1 --> 0.5 CIT_v1 + 0.5 aCIT_v1	v1c1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_PROTON_vc2	CIT_PROTON_vc	CIT_c2 + 2.35 PROTON_v2 --> 0.65 aaCIT_v2 + 0.35 aaaCIT_v2	c2v2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYRUVDEH_RXN_m2	PYRUVDEH-RXN:NIL	CO_A_m2 + NAD_m2 + PYRUVATE_m2 --> ACETYL_COA_m2 + CARBON_DIOXIDE_m2 + NADH_m2	m2	glycolysis	1	1.2.1	1.04019204513	1.03958681277	1.03642151109	1.03267974605	1.02528121354	1.01081526816	0.982770456013	0.932006990011	0.871569757545	0.807545744171
PYRUVDEH_RXN_m1	PYRUVDEH-RXN:NIL	CO_A_m1 + NAD_m1 + PYRUVATE_m1 --> ACETYL_COA_m1 + CARBON_DIOXIDE_m1 + NADH_m1	m1	glycolysis	1	1.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH3_pc1	NH3_pc	AMMONIUM_p1 <=> AMMONIUM_c1	c1p1	Intracellular transport	115	NA	0.00128995396632	0.00128818246388	0.00127891769219	0.00126796562315	0.00124631027467	0.0	0.0	0.000974287894409	0.000799677397037	0.000612222681545
GLYOHMETRANS_RXN_p1	GLYOHMETRANS-RXN:NIL	SER_p1 + THF_p1 <=> GLY_p1 + METHYLENE_THF_p1 + WATER_p1	p1	formylTHF biosynthesis	22	2.1.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH3_pc2	NH3_pc	AMMONIUM_p2 <=> AMMONIUM_c2	p2c2	Intracellular transport	115	NA	-0.000119619779977	-0.00011945550533	-0.000118596366184	-0.00011758076088	-0.000115572620987	-0.000111646214832	-0.000104135071361	4.19821283548e-14	-2.84603070277e-19	0.0
CIT_ACONITATE_mc1	CIT_ACONITATE_mc	CIS_ACONITATE_c1 + CIT_m1 <=> CIS_ACONITATE_m1 + CIT_c1	c1m1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_ACONITATE_mc2	CIT_ACONITATE_mc	CIS_ACONITATE_c2 + CIT_m2 <=> CIS_ACONITATE_m2 + CIT_c2	c2m2	Intracellular transport	115	NA	0.0	0.0	0.0636606115169	0.0	0.958111650057	0.945927689674	0.923368429021	0.0	0.0	0.780947047302
GLYOHMETRANS_RXN_p2	GLYOHMETRANS-RXN:NIL	SER_p2 + THF_p2 <=> GLY_p2 + METHYLENE_THF_p2 + WATER_p2	p2	formylTHF biosynthesis	22	2.1.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.98153079687e-16	0.0	0.0
2OXOGLUTARATEDEH_RXN_m1	2OXOGLUTARATEDEH-RXN:NIL	2_KETOGLUTARATE_m1 + CO_A_m1 + NAD_m1 --> CARBON_DIOXIDE_m1 + NADH_m1 + SUC_COA_m1	m1	Tricarboxylic acid cycle	2	NIL	0.0	0.0	0.0	0.0	0.0	-1.92396539247e-16	0.0	0.0	0.0	0.0
2_ISOPROPYLMALATESYN_RXN_p1	2-ISOPROPYLMALATESYN-RXN:NIL	2_KETO_ISOVALERATE_p1 + ACETYL_COA_p1 + WATER_p1 --> 3_CARBOXY_3_HYDROXY_ISOCAPROATE_p1 + CO_A_p1 + PROTON_p1	p1	leucine biosynthesis	70	2.3.3.13	0.00176520012505	0.00176277596327	0.00175009785452	0.00173511144319	0.00170547717871	0.00164753615394	0.00153669602911	0.00133323603537	0.00109429536025	0.000837778387054
2_ISOPROPYLMALATESYN_RXN_p2	2-ISOPROPYLMALATESYN-RXN:NIL	2_KETO_ISOVALERATE_p2 + ACETYL_COA_p2 + WATER_p2 --> 3_CARBOXY_3_HYDROXY_ISOCAPROATE_p2 + CO_A_p2 + PROTON_p2	p2	leucine biosynthesis	70	2.3.3.13	0.000588400040066	0.00058759198693	0.000583365951256	0.000578369640565	0.00056849239295	0.000549178718068	0.000512232009335	0.000444412011789	0.000364765120083	0.000279259462351
GLC_tx2	GLC_tx	 --> GLC_e2	e2	Nutrient uptake	113	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sSUCROSE_biomass2	sSUCROSE_biomass	SUCROSE_c2 --> sSUCROSE_b2	c2b2	Biomass	114	NA	0.209334634189	0.20904715353	0.207543659885	0.205766350441	0.202252105305	0.195380893903	0.18223639162	0.15810812269	0.129772208737	0.0993519260606
sSUCROSE_biomass1	sSUCROSE_biomass	SUCROSE_c1 --> sSUCROSE_b1	c1b1	Biomass	114	NA	0.628003902566	0.627141460591	0.622630979656	0.617299051322	0.606756315914	0.586142681708	0.546709174861	0.474324368069	0.38931662621	0.298055778182
RXN_7678_NADP_p1	RXN-7678:NIL	CHLOROPHYLL_B_p1 + NADPH_p1 + PROTON_p1 --> CPD_7016_p1 + NADP_p1	p1		116	1.1.1.294	-6.63069920868e-14	-3.4025317803e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN_7678_NADP_p2	RXN-7678:NIL	CHLOROPHYLL_B_p2 + NADPH_p2 + PROTON_p2 --> CPD_7016_p2 + NADP_p2	p2		116	1.1.1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MALATE_DEH_RXN_c1	MALATE-DEH-RXN:Malate dehydrogenase	MAL_c1 + NAD_c1 <=> NADH_c1 + OXALACETIC_ACID_c1 + PROTON_c1	c1	Malate valve	12	1.1.1.37	0.125646041421	0.125473490869	0.124571069607	0.123504299662	0.121394992754	0.117270780267	0.109381236883	0.0948990586745	0.0778913837045	0.0596326368326
MALATE_DEH_RXN_c2	MALATE-DEH-RXN:Malate dehydrogenase	MAL_c2 + NAD_c2 <=> NADH_c2 + OXALACETIC_ACID_c2 + PROTON_c2	c2	Malate valve	12	1.1.1.37	-16.4637163208	-16.4442611755	-16.3529315439	-16.2429920366	-16.0256104355	-15.6005760722	-14.7864143907	-13.2958792782	-11.5495116775	-9.67722971852
AMP_pc2	AMP_pc	AMP_p2 <=> AMP_c2	p2c2	Intracellular transport	115	NA	6.08825462918e-14	3.61156417272e-14	2.42725761365e-16	1.03843799878e-14	9.34338327194e-16	-7.99057001122e-17	2.73652628335e-15	6.02732382234e-15	7.76153230228e-17	5.42595753484e-15
L_ASPARTATE_xc1	L_ASPARTATE_xc	L_ASPARTATE_x1 <=> L_ASPARTATE_c1	c1x1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMP_pc1	AMP_pc	AMP_p1 <=> AMP_c1	c1p1	Intracellular transport	115	NA	1.10072541359e-14	6.23062799271e-14	7.05365670386e-15	8.22657914012e-14	-2.51990268929e-15	9.87166078048e-16	-5.7585609458e-14	-6.68570559158e-14	1.01538515009e-14	-1.75066124791e-15
L_ASPARTATE_xc2	L_ASPARTATE_xc	L_ASPARTATE_x2 <=> L_ASPARTATE_c2	x2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADENYLOSUCCINATE_SYNTHASE_RXN_p1	ADENYLOSUCCINATE-SYNTHASE-RXN:adenylosuccinate synthetase	0.9 GTP_p1 + IMP_p1 + L_ASPARTATE_p1 + 0.1 aGTP_p1 --> ADENYLOSUCC_p1 + 0.2 GDP_p1 + 1.3 PROTON_p1 + Pi_p1 + 0.8 aGDP_p1	p1	adenosine nucleotides de novo biosynthesis	42	6.3.4.4	0.000358859339932	0.000358366515991	0.000355789098551	0.00035274228264	0.00034671786296	0.000334938644496	0.000312405214082	0.000271042471143	0.000222466623114	0.000170317571888
