Reaction ID	Reaction Name	Equation	Compartment	Pathway	Pathway index	E.C number	Vc/Vo=inf	Vc/Vo=1000	Vc/Vo=160	Vc/Vo=80	Vc/Vo=40	Vc/Vo=20	Vc/Vo=10	Vc/Vo=5	Vc/Vo=3	Vc/Vo=2
PRO_PROTON_vc1	PRO_PROTON_vc	PROTON_v1 + PRO_c1 --> PROTON_c1 + PRO_v1	v1c1		116	NA	0.000132019568339	0.000131826584817	0.000130817887151	0.000129626753014	0.000127275575305	0.000122694094504	0.000113986273898	9.81926949865e-05	7.99502292423e-05	6.07252818683e-05
PYRUVATE_PROTON_mc1	PYRUVATE_PROTON_mc	PROTON_m1 + PYRUVATE_m1 <=> PROTON_c1 + PYRUVATE_c1	c1m1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2_mc2	O2_mc	OXYGEN_MOLECULE_m2 <=> OXYGEN_MOLECULE_c2	c2m2	Intracellular transport	115	NA	-2.6568897738	-2.65519675672	-2.64634759509	-2.63589794418	-2.61527139545	-2.57520820997	-2.4988065437	-2.35774937781	-2.19815714358	-2.03237250594
GLYCERATE_GLYCOLLATE_pc2	GLYCERATE_GLYCOLLATE_pc	GLYCERATE_c2 + 2.0 GLYCOLLATE_p2 <=> GLYCERATE_p2 + 2.0 GLYCOLLATE_c2	p2c2	photorespiration	9	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYTOCHROME_C_OXIDASE_RXN_mi2	CYTOCHROME-C-OXIDASE-RXN:Cytochrome-c oxidase	4.0 Cytochromes_C_Reduced_mi2 + OXYGEN_MOLECULE_m2 + 8.0 PROTON_m2 --> 4.0 Cytochromes_C_Oxidized_mi2 + 4.0 PROTON_i2 + 2.0 WATER_m2	mi2i2m2	Mitochondrial electron transport chain	3	1.9.3.1	2.6568897738	2.65519675672	2.64634759509	2.63589794418	2.61527139545	2.57520820997	2.4988065437	2.35774937781	2.19815714358	2.03237250594
GLYCERATE_GLYCOLLATE_pc1	GLYCERATE_GLYCOLLATE_pc	GLYCERATE_c1 + 2.0 GLYCOLLATE_p1 <=> GLYCERATE_p1 + 2.0 GLYCOLLATE_c1	c1p1	photorespiration	9	NA	0.0	0.00837436104256	0.0521459658405	0.103834251056	0.205861672052	0.404631486579	0.782503015556	1.46766820796	2.25932005596	3.09282272612
CITSYN_RXN_x2	CITSYN-RXN:Citrate (si)-synthase	ACETYL_COA_x2 + OXALACETIC_ACID_x2 + WATER_x2 --> CIT_x2 + CO_A_x2 + PROTON_x2	x2	glyoxylate cycle	110	2.3.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP_pc2	ATP_pc	0.9 ATP_p2 + 0.35 PROTON_c2 + 0.1 aATP_p2 <=> 0.65 ATP_c2 + 0.1 PROTON_p2 + 0.35 aATP_c2	p2c2	Intracellular transport	115	NA	-5.38585861866e-14	6.1704053807e-14	-6.73410016022e-17	5.10147238881e-16	-2.63374692907e-14	8.6058547441e-17	-2.96529294175e-16	-4.21727540043e-15	-7.54384859943e-15	4.66667720092e-15
CITSYN_RXN_x1	CITSYN-RXN:Citrate (si)-synthase	ACETYL_COA_x1 + OXALACETIC_ACID_x1 + WATER_x1 --> CIT_x1 + CO_A_x1 + PROTON_x1	x1	glyoxylate cycle	110	2.3.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sCIT_biomass1	sCIT_biomass	CIT_c1 --> sCIT_b1	c1b1	Biomass	114	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sCIT_biomass2	sCIT_biomass	CIT_c2 --> sCIT_b2	c2b2	Biomass	114	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2O_xc2	H2O_xc	WATER_x2 <=> WATER_c2	x2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	9.81619785033e-18	0.0	0.0	-0.010352840862
ATP_pc1	ATP_pc	0.9 ATP_p1 + 0.35 PROTON_c1 + 0.1 aATP_p1 <=> 0.65 ATP_c1 + 0.1 PROTON_p1 + 0.35 aATP_c1	c1p1	Intracellular transport	115	NA	-1.79507739691e-13	6.08293296876e-14	-8.73385083391e-15	-2.15506031823e-16	-2.02088612938e-14	3.24526730275e-15	2.0811844502e-14	-1.7080354225e-15	3.40468394218e-14	2.00907666572e-14
CIT_PROTON_rev_vc2	CIT_PROTON_rev_vc	0.65 PROTON_v2 + 0.65 aaCIT_v2 + 0.35 aaaCIT_v2 --> CIT_c2 + 3.0 PROTON_c2	c2v2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_PROTON_rev_vc1	CIT_PROTON_rev_vc	0.5 CIT_v1 + 2.5 PROTON_v1 + 0.5 aCIT_v1 --> CIT_c1 + 3.0 PROTON_c1	v1c1		116	NA	0.076728352277	0.0766161923312	0.0760299481033	0.0753376737626	0.0739711945824	0.0696206143037	0.0646795140634	0.0511053211844	0.0416908067657	0.0264893548418
MAL_PROTON_vc1	MAL_PROTON_vc	MAL_c1 + 0.3 PROTON_v1 --> 0.7 MAL_v1 + 0.3 aMAL_v1	v1c1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEP_Pi_pc1	PEP_Pi_pc	PHOSPHO_ENOL_PYRUVATE_p1 + 0.7 Pi_c1 + 0.3 aPi_c1 <=> PHOSPHO_ENOL_PYRUVATE_c1 + 0.3 PROTON_c1 + Pi_p1	c1p1	Intracellular transport	115	NA	-0.0164988792754	-0.0339970103088	-0.0163487015927	-0.0334296914742	-0.0239071713669	-0.0153334469919	-0.0214109374639	-0.0161779117095	-0.0098317181861	-0.00988345101008
PEP_Pi_pc2	PEP_Pi_pc	PHOSPHO_ENOL_PYRUVATE_p2 + 0.7 Pi_c2 + 0.3 aPi_c2 <=> PHOSPHO_ENOL_PYRUVATE_c2 + 0.3 PROTON_c2 + Pi_p2	p2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUC_FUM_mc2	SUC_FUM_mc	FUM_c2 + SUC_m2 <=> FUM_m2 + SUC_c2	c2m2	Intracellular transport	115	NA	0.000264039136677	0.000263653169635	0.000261635774301	0.000259253506028	0.000254551150607	0.000122694094504	0.000113986273898	9.81926949865e-05	7.99502292428e-05	6.07252818688e-05
THR_PROTON_rev_vc1	THR_PROTON_rev_vc	PROTON_v1 + THR_v1 --> PROTON_c1 + THR_c1	v1c1		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2OXOGLUTARATEDEH_RXN_m2	2OXOGLUTARATEDEH-RXN:NIL	2_KETOGLUTARATE_m2 + CO_A_m2 + NAD_m2 --> CARBON_DIOXIDE_m2 + NADH_m2 + SUC_COA_m2	m2	Tricarboxylic acid cycle	2	NIL	1.01316364653	1.01255893267	1.00939817849	1.00566575965	0.998298344257	0.984957718655	0.957599694687	0.913426977775	0.855126961639	0.793799857583
MANNPGUANYLTRANGDP_RXN_c1	MANNPGUANYLTRANGDP_RXN_c	GDP_MANNOSE_c1 + 0.7 Pi_c1 + 0.3 aPi_c1 --> 0.5 GDP_c1 + MANNOSE_1P_c1 + 0.8 PROTON_c1 + 0.5 aGDP_c1	c1	Mannan biosynthesis		NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THR_PROTON_vc1	THR_PROTON_vc	PROTON_v1 + THR_c1 --> PROTON_c1 + THR_v1	v1c1		116	NA	0.0021729709298	0.00216979452506	0.00215319190521	0.0021335864794	0.00209488736171	0.00201947865736	0.00187615262413	0.00161619882877	0.00131593767621	0.00617592583662
RXN0_5184_c1	RXN0-5184:Phosphorylase	Heteroglycans_c1 + 0.7 Pi_c1 + 0.3 aPi_c1 <=> GLC_1_P_c1 + 0.3 PROTON_c1	c1		116	2.4.1.1	0.0	0.0	0.0	0.0	-1.11022302463e-16	0.0	0.0	0.0	0.0	0.0
MANNPGUANYLTRANGDP_RXN_c2	MANNPGUANYLTRANGDP_RXN_c	GDP_MANNOSE_c2 + 0.7 Pi_c2 + 0.3 aPi_c2 --> 0.5 GDP_c2 + MANNOSE_1P_c2 + 0.8 PROTON_c2 + 0.5 aGDP_c2	c2	Mannan biosynthesis		NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDPKIN_RXN_m1	GDPKIN-RXN:NIL	0.9 ATP_m1 + 0.2 GDP_m1 + 0.1 aATP_m1 + 0.8 aGDP_m1 <=> 0.8 ADP_m1 + 0.9 GTP_m1 + 0.6 PROTON_m1 + 0.2 aADP_m1 + 0.1 aGTP_m1	m1	guanosine nucleotides de novo biosynthesis	41	2.7.4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPHoxc_tx1	NADPHoxc_tx	3 ATPase_NADPHoxidase_constraint_c1 + NADPH_c1 + 0.5 OXYGEN_MOLECULE_c1 + PROTON_c1 --> NADP_c1 + WATER_c1	c1	Maintenance	14	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THR_PROTON_vc2	THR_PROTON_vc	PROTON_v2 + THR_c2 --> PROTON_c2 + THR_v2	c2v2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THR_PROTON_rev_vc2	THR_PROTON_rev_vc	PROTON_v2 + THR_v2 --> PROTON_c2 + THR_c2	c2v2		116	NA	0.0021729709298	0.00216979452506	0.00215319190521	0.0021335864794	0.00209488736171	0.00201947865736	0.00187615262413	0.00161619882877	0.00131593767621	0.00617592583662
GDPKIN_RXN_m2	GDPKIN-RXN:NIL	0.9 ATP_m2 + 0.2 GDP_m2 + 0.1 aATP_m2 + 0.8 aGDP_m2 <=> 0.8 ADP_m2 + 0.9 GTP_m2 + 0.6 PROTON_m2 + 0.2 aADP_m2 + 0.1 aGTP_m2	m2	guanosine nucleotides de novo biosynthesis	41	2.7.4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPHoxc_tx2	NADPHoxc_tx	3 ATPase_NADPHoxidase_constraint_c2 + NADPH_c2 + 0.5 OXYGEN_MOLECULE_c2 + PROTON_c2 --> NADP_c2 + WATER_c2	c2	Maintenance	14	NA	2.2247618303	2.22456296078	2.22352349783	2.2222960341	2.21987314546	2.21549041099	2.20649297917	2.1923675826	2.17302078514	2.15445005161
RXN0_5184_c2	RXN0-5184:Phosphorylase	Heteroglycans_c2 + 0.7 Pi_c2 + 0.3 aPi_c2 <=> GLC_1_P_c2 + 0.3 PROTON_c2	c2		116	2.4.1.1	0.0218545927152	0.0218226461158	0.0216556657434	0.0214584847365	0.0210692694719	0.0203108485937	0.018869351131	0.0162548733005	0.0132350053826	0.0100524969097
ISOCIT_CLEAV_RXN_x2	ISOCIT-CLEAV-RXN:Isocitrate lyase	THREO_DS_ISO_CITRATE_x2 --> GLYOX_x2 + SUC_x2	x2	glyoxylate cycle	110	4.1.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H_ic2	H_ic	PROTON_i2 --> PROTON_c2	c2i2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISOCIT_CLEAV_RXN_x1	ISOCIT-CLEAV-RXN:Isocitrate lyase	THREO_DS_ISO_CITRATE_x1 --> GLYOX_x1 + SUC_x1	x1	glyoxylate cycle	110	4.1.3.1	0.0122599800611	0.0122420586714	0.0121483860937	0.0120377715768	0.0118194297644	0.0100741804842	0.00935919777243	0.00806241682233	0.00656456239724	0.00498603826021
H_ic1	H_ic	PROTON_i1 --> PROTON_c1	i1c1		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_PROTON_vc1	CIT_PROTON_vc	CIT_c1 + 0.5 PROTON_v1 --> 0.5 CIT_v1 + 0.5 aCIT_v1	v1c1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_PROTON_vc2	CIT_PROTON_vc	CIT_c2 + 2.35 PROTON_v2 --> 0.65 aaCIT_v2 + 0.35 aaaCIT_v2	c2v2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYRUVDEH_RXN_m2	PYRUVDEH-RXN:NIL	CO_A_m2 + NAD_m2 + PYRUVATE_m2 --> ACETYL_COA_m2 + CARBON_DIOXIDE_m2 + NADH_m2	m2	glycolysis	1	1.2.1	1.08438642555	1.08367759967	1.07997266671	1.07559764705	1.06696180294	1.04970704539	1.01775364523	0.959500586394	0.89258472754	0.822032192308
PYRUVDEH_RXN_m1	PYRUVDEH-RXN:NIL	CO_A_m1 + NAD_m1 + PYRUVATE_m1 --> ACETYL_COA_m1 + CARBON_DIOXIDE_m1 + NADH_m1	m1	glycolysis	1	1.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH3_pc1	NH3_pc	AMMONIUM_p1 <=> AMMONIUM_c1	c1p1	Intracellular transport	115	NA	0.0014236706157	0.00954693063068	0.00141071194436	0.0	0.0	0.0	0.0	0.00105888889267	0.0	0.0
GLYOHMETRANS_RXN_p1	GLYOHMETRANS-RXN:NIL	SER_p1 + THF_p1 <=> GLY_p1 + METHYLENE_THF_p1 + WATER_p1	p1	formylTHF biosynthesis	22	2.1.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH3_pc2	NH3_pc	AMMONIUM_p2 <=> AMMONIUM_c2	p2c2	Intracellular transport	115	NA	-0.000132019568339	-0.000131826584817	-0.000130817887151	-0.000129626753014	-0.00012727557531	0.0	0.0	0.0	0.0	0.0
CIT_ACONITATE_mc1	CIT_ACONITATE_mc	CIS_ACONITATE_c1 + CIT_m1 <=> CIS_ACONITATE_m1 + CIT_c1	c1m1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIT_ACONITATE_mc2	CIT_ACONITATE_mc	CIS_ACONITATE_c2 + CIT_m2 <=> CIS_ACONITATE_m2 + CIT_c2	c2m2	Intracellular transport	115	NA	1.00765807327	0.0	1.00394271861	1.00025997328	0.0	0.0	0.953074131167	0.0	0.0	0.0
GLYOHMETRANS_RXN_p2	GLYOHMETRANS-RXN:NIL	SER_p2 + THF_p2 <=> GLY_p2 + METHYLENE_THF_p2 + WATER_p2	p2	formylTHF biosynthesis	22	2.1.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2OXOGLUTARATEDEH_RXN_m1	2OXOGLUTARATEDEH-RXN:NIL	2_KETOGLUTARATE_m1 + CO_A_m1 + NAD_m1 --> CARBON_DIOXIDE_m1 + NADH_m1 + SUC_COA_m1	m1	Tricarboxylic acid cycle	2	NIL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2_ISOPROPYLMALATESYN_RXN_p1	2-ISOPROPYLMALATESYN-RXN:NIL	2_KETO_ISOVALERATE_p1 + ACETYL_COA_p1 + WATER_p1 --> 3_CARBOXY_3_HYDROXY_ISOCAPROATE_p1 + CO_A_p1 + PROTON_p1	p1	leucine biosynthesis	70	2.3.3.13	0.00194818079773	0.00194533298664	0.00193044787946	0.00191287060147	0.00187817484142	0.00181056703877	0.00168206783893	0.0014490058198	0.00117980617073	0.000896108278197
2_ISOPROPYLMALATESYN_RXN_p2	2-ISOPROPYLMALATESYN-RXN:NIL	2_KETO_ISOVALERATE_p2 + ACETYL_COA_p2 + WATER_p2 --> 3_CARBOXY_3_HYDROXY_ISOCAPROATE_p2 + CO_A_p2 + PROTON_p2	p2	leucine biosynthesis	70	2.3.3.13	0.000649393599243	0.000648444328879	0.000643482626485	0.000637623533823	0.000626058280475	0.000603522346256	0.000560689279643	0.000483001939932	0.000393268723578	0.000298702759399
GLC_tx2	GLC_tx	 --> GLC_e2	e2	Nutrient uptake	113	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sSUCROSE_biomass2	sSUCROSE_biomass	SUCROSE_c2 --> sSUCROSE_b2	c2b2	Biomass	114	NA	0.231034265815	0.230696544621	0.228931323542	0.226846838612	0.222732277244	0.214714685104	0.199475997644	0.171837232011	0.139912914026	0.106269253031
sSUCROSE_biomass1	sSUCROSE_biomass	SUCROSE_c1 --> sSUCROSE_b1	c1b1	Biomass	114	NA	0.693102797445	0.692089633863	0.686793970627	0.680540515836	0.668196831731	0.644144055312	0.598427992932	0.515511696032	0.419738742077	0.318807759093
RXN_7678_NADP_p1	RXN-7678:NIL	CHLOROPHYLL_B_p1 + NADPH_p1 + PROTON_p1 --> CPD_7016_p1 + NADP_p1	p1		116	1.1.1.294	5.49684434658e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.04922376613e-15	0.0
RXN_7678_NADP_p2	RXN-7678:NIL	CHLOROPHYLL_B_p2 + NADPH_p2 + PROTON_p2 --> CPD_7016_p2 + NADP_p2	p2		116	1.1.1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MALATE_DEH_RXN_c1	MALATE-DEH-RXN:Malate dehydrogenase	MAL_c1 + NAD_c1 <=> NADH_c1 + OXALACETIC_ACID_c1 + PROTON_c1	c1	Malate valve	12	1.1.1.37	3.70032814489	3.69684990152	3.68142980436	3.6632207763	3.62727800584	3.55705855559	3.42395382668	3.1806354732	2.90220648086	2.61058886473
MALATE_DEH_RXN_c2	MALATE-DEH-RXN:Malate dehydrogenase	MAL_c2 + NAD_c2 <=> NADH_c2 + OXALACETIC_ACID_c2 + PROTON_c2	c2	Malate valve	12	1.1.1.37	-17.8179337725	-17.7970258121	-17.6877428504	-17.5586946027	-17.3039664794	-16.8085651088	-15.8633916868	-14.1637162851	-12.1853582003	-10.1062824029
AMP_pc2	AMP_pc	AMP_p2 <=> AMP_c2	p2c2	Intracellular transport	115	NA	5.38580139688e-14	-6.17039785152e-14	3.02926086992e-16	-5.10117122154e-16	2.63363007617e-14	-8.60314423867e-17	2.96529294175e-16	4.1856709071e-15	7.54332306254e-15	-4.15616705548e-15
L_ASPARTATE_xc1	L_ASPARTATE_xc	L_ASPARTATE_x1 <=> L_ASPARTATE_c1	c1x1	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMP_pc1	AMP_pc	AMP_p1 <=> AMP_c1	c1p1	Intracellular transport	115	NA	1.83840518763e-13	1.13154928136e-14	-1.40053984035e-14	2.26283835419e-15	1.47808197973e-14	-3.69496100383e-16	3.30180761204e-14	7.34460235685e-15	-2.26584159421e-14	1.36805985377e-14
L_ASPARTATE_xc2	L_ASPARTATE_xc	L_ASPARTATE_x2 <=> L_ASPARTATE_c2	x2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	0.0	4.52880603985e-17	0.0	0.0	0.00115213923555
ADENYLOSUCCINATE_SYNTHASE_RXN_p1	ADENYLOSUCCINATE-SYNTHASE-RXN:adenylosuccinate synthetase	0.9 GTP_p1 + IMP_p1 + L_ASPARTATE_p1 + 0.1 aGTP_p1 --> ADENYLOSUCC_p1 + 0.2 GDP_p1 + 1.3 PROTON_p1 + Pi_p1 + 0.8 aGDP_p1	p1	adenosine nucleotides de novo biosynthesis	42	6.3.4.4	0.000396058705017	0.000395479754452	0.000392453661452	0.000388880259043	0.00038182672592	0.000368082283511	0.000341958821693	0.000294578084959	0.000239850687727	0.000182175845605
